MovieID,Title,Genres,key,year,n_ratings,mean_rating
157,Clockers,Crime|Drama|Mystery,Clockers,1995,2366,3.416948436
158,Congo,Action|Adventure|Mystery|Sci-Fi,Congo,1995,14965,2.604744404
159,Crimson Tide,Drama|Thriller|War,Crimson Tide,1995,23628,3.744201794
160,Crumb,Documentary,Crumb,1994,5995,4.009924937
161,Desperado,Action|Romance|Western,Desperado,1995,14321,3.445394875
162,Devil in a Blue Dress,Crime|Film-Noir|Mystery|Thriller,Devil in a Blue Dress,1995,4435,3.463585118
163,Die Hard: With a Vengeance,Action|Crime|Thriller,Die Hard: With a Vengeance,1995,33940,3.48902475
164,The Doom Generation,Comedy|Crime|Drama,The Doom Generation,1995,650,2.787692308
165,Feast of July,Drama,Feast of July,1995,79,3.164556962
166,First Knight,Action|Drama|Romance,First Knight,1995,12084,3.084698775
167,Free Willy 2: The Adventure Home,Adventure|Children|Drama,Free Willy 2: The Adventure Home,1995,3358,2.283650983
168,Hackers,Action|Adventure|Crime|Thriller,Hackers,1995,7875,3.197587302
169,Jeffrey,Comedy|Drama,Jeffrey,1995,1427,3.603013315
170,Johnny Mnemonic,Action|Sci-Fi|Thriller,Johnny Mnemonic,1995,12706,2.732606643
171,Judge Dredd,Action|Crime|Sci-Fi,Judge Dredd,1995,14993,2.538284533
172,Jury Duty,Comedy,Jury Duty,1995,2124,2.455979284
173,Kids,Drama,Kids,1995,4801,3.507602583
174,Living in Oblivion,Comedy,Living in Oblivion,1995,2363,3.85463394
175,Lord of Illusions,Horror,Lord of Illusions,1995,2314,2.885911841
176,Love & Human Remains,Comedy|Drama,Love & Human Remains,1993,500,3.388
177,Mad Love,Drama|Romance,Mad Love (1995),1995,1229,2.750610252
178,Mallrats,Comedy|Romance,Mallrats,1995,8400,3.587261905
179,Mighty Morphin Power Rangers: The Movie,Action|Children,Mighty Morphin Power Rangers: The Movie,1995,2655,1.929001883
180,Moonlight and Valentino,Drama|Romance,Moonlight and Valentino,1995,697,3.091822095
181,Mute Witness,Comedy|Horror|Thriller,Mute Witness,1994,614,3.364820847
182,Nadja,Drama,Nadja,1994,328,3.103658537
183,The Net,Action|Crime|Thriller,The Net,1995,24618,3.11042733
184,Nine Months,Comedy|Romance,Nine Months,1995,11222,2.891730529
185,Party Girl,Comedy,Party Girl (1995),1995,943,3.451219512
186,The Prophecy,Fantasy|Horror|Mystery,The Prophecy,1995,2498,3.342473979
187,Reckless,Comedy|Fantasy,Reckless (1995),1995,336,3.001488095
188,Safe,Thriller,Safe (1995),1995,960,3.566145833
189,The Scarlet Letter,Drama|Romance,"Scarlet Letter, The (1995)",1995,1664,2.676081731
190,The Show,Documentary,The Show,1995,81,3.024691358
191,Showgirls,Drama,Showgirls,1995,7464,2.234056806
192,Smoke,Comedy|Drama,Smoke,1995,5937,3.849671551
193,Something to Talk About,Comedy|Drama|Romance,Something to Talk About,1995,3242,3.089450956
194,Species,Horror|Sci-Fi,Species,1995,13628,2.8502715
195,The Stars Fell on Henrietta,Drama,The Stars Fell on Henrietta,1995,110,3.068181818
196,Strange Days,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,Strange Days,1995,9143,3.417095045
197,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",Drama|Musical|Romance,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",1964,1516,3.783641161
198,The Tie That Binds,Thriller,The Tie That Binds,1995,339,2.836283186
199,Three Wishes,Drama|Fantasy,Three Wishes,1995,365,3.02739726
200,Total Eclipse,Drama|Romance,Total Eclipse,1995,389,2.983290488
201,"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,"To Wong Foo, Thanks for Everything! Julie Newmar",1995,5429,3.147448886
202,Under Siege 2: Dark Territory,Action,Under Siege 2: Dark Territory,1995,8335,2.949130174
203,Unstrung Heroes,Comedy|Drama,Unstrung Heroes,1995,1355,3.515867159
204,Unzipped,Documentary,Unzipped,1995,1038,3.478323699
205,A Walk in the Clouds,Drama|Romance,A Walk in the Clouds,1995,5414,3.371536757
206,Waterworld,Action|Adventure|Sci-Fi,Waterworld,1995,27775,2.85209721
207,White Man's Burden,Drama,White Man's Burden,1995,745,2.83557047
208,Wild Bill,Western,Wild Bill (1995),1995,482,2.889004149
209,The Browning Version,Drama,"Browning Version, The (1994)",1994,579,3.595854922
210,Bushwhacked,Adventure|Comedy|Crime|Mystery,Bushwhacked,1995,447,2.578299776
211,Burnt by the Sun (Utomlyonnye solntsem),Drama,Burnt by the Sun (Utomlyonnye solntsem),1994,1872,4.038461538
212,Before the Rain (Pred dozhdot),Drama|War,Before the Rain (Pred dozhdot),1994,942,4.047239915
213,Before Sunrise,Drama|Romance,Before Sunrise,1995,5348,3.838911743
214,Billy Madison,Comedy,Billy Madison,1995,8547,3.26020826
215,The Babysitter,Drama|Thriller,The Babysitter,1995,1014,2.730276134
216,Boys on the Side,Comedy|Drama,Boys on the Side,1995,4248,3.293432203
217,The Cure,Drama,"Cure, The (1995)",1995,633,3.624802528
218,Castle Freak,Horror,Castle Freak,1995,275,2.401818182
219,Circle of Friends,Drama|Romance,Circle of Friends,1995,5968,3.537198391
220,Clerks,Comedy,Clerks,1994,23695,3.869550538
221,Don Juan DeMarco,Comedy|Drama|Romance,Don Juan DeMarco,1995,8581,3.444586878
222,Disclosure,Drama|Thriller,Disclosure,1994,12662,3.288303586
223,Dream Man,Thriller,Dream Man,1995,43,2.837209302
224,Drop Zone,Action|Thriller,Drop Zone,1994,4640,3.06875
225,Destiny Turns on the Radio,Comedy,Destiny Turns on the Radio,1995,475,2.687368421
226,Death and the Maiden,Drama|Thriller,Death and the Maiden,1994,2428,3.562808896
227,Dolores Claiborne,Drama|Thriller,Dolores Claiborne,1995,7284,3.591158704
228,Dumb & Dumber (Dumb and Dumber),Adventure|Comedy,Dumb & Dumber (Dumb and Dumber),1994,32085,2.952470002
229,Eat Drink Man Woman (Yin shi nan nu),Comedy|Drama|Romance,Eat Drink Man Woman (Yin shi nan nu),1994,6150,4.035609756
230,Exotica,Drama,Exotica,1994,3478,3.523720529
231,Exit to Eden,Comedy,Exit to Eden,1994,3269,2.679718568
232,Ed Wood,Comedy|Drama,Ed Wood,1994,16419,3.663651867
233,French Kiss,Action|Comedy|Romance,French Kiss,1995,12215,3.31534998
234,Forget Paris,Comedy|Romance,Forget Paris,1995,6422,3.224540642
235,Far From Home: The Adventures of Yellow Dog,Adventure|Children,Far From Home: The Adventures of Yellow Dog,1995,834,3.169064748
236,A Goofy Movie,Animation|Children|Comedy|Romance,A Goofy Movie,1995,3178,3.054751416
237,Hideaway,Thriller,Hideaway (1995),1995,837,2.909796894
238,Fluke,Children|Drama,Fluke,1995,562,3.03202847
239,Farinelli: il castrato,Drama|Musical,Farinelli: il castrato,1994,1076,3.3866171
240,Gordy,Children|Comedy|Fantasy,Gordy,1995,439,2.530751708
241,Gumby: The Movie,Animation|Children,Gumby: The Movie,1995,285,2.380701754
242,The Glass Shield,Crime|Drama,The Glass Shield,1994,255,2.976470588
243,Hoop Dreams,Documentary,Hoop Dreams,1994,10432,4.042896856
244,Heavenly Creatures,Crime|Drama,Heavenly Creatures,1994,7681,3.840450462
245,Houseguest,Comedy,Houseguest,1994,3161,3.025624802
246,Immortal Beloved,Drama|Romance,Immortal Beloved,1994,4950,3.682121212
247,Heavyweights (Heavy Weights),Children|Comedy,Heavyweights (Heavy Weights),1995,892,2.985426009
248,The Hunted,Action,"Hunted, The (1995)",1995,388,3.050257732
249,I.Q.,Comedy|Romance,I.Q.,1994,10074,3.222702005
250,Interview with the Vampire: The Vampire Chronicles,Drama|Horror,Interview with the Vampire: The Vampire Chronicles,1994,27568,3.49664466
251,Jefferson in Paris,Drama,Jefferson in Paris,1995,629,2.893481717
252,The Jerky Boys,Comedy,The Jerky Boys,1995,1081,2.287696577
253,Junior,Comedy|Sci-Fi,Junior,1994,9890,2.728210313
254,Just Cause,Mystery|Thriller,Just Cause,1995,3811,3.412883758
255,A Kid in King Arthur's Court,Adventure|Children|Comedy|Fantasy|Romance,A Kid in King Arthur's Court,1995,1710,2.646783626
256,Kiss of Death,Crime|Drama|Thriller,Kiss of Death (1995),1995,1996,3.075651303
257,Star Wars: Episode IV - A New Hope,Action|Adventure|Sci-Fi,Star Wars: Episode IV - A New Hope,1977,54502,4.190671902
258,Little Women,Drama,Little Women (1994),1994,10367,3.628918684
259,A Little Princess,Children|Drama,A Little Princess,1995,4217,3.776025611
260,Ladybird Ladybird,Drama,Ladybird Ladybird,1994,395,3.73164557
261,"Enfer, L'",Drama,"Enfer, L'",1994,159,3.34591195
262,Like Water for Chocolate (Como agua para chocolate),Drama|Fantasy|Romance,Like Water for Chocolate (Como agua para chocolate),1992,11975,3.927265136
263,Legends of the Fall,Drama|Romance|War|Western,Legends of the Fall,1994,16171,3.496258735
264,Major Payne,Comedy,Major Payne,1995,3792,2.87842827
265,Little Odessa,Crime|Drama,Little Odessa,1994,728,3.307005495
266,My Crazy Life (Mi vida loca),Drama,My Crazy Life (Mi vida loca),1993,600,3.4775
267,Love Affair,Drama|Romance,Love Affair (1994),1994,1315,3.173764259
268,Losing Isaiah,Drama,Losing Isaiah,1995,1257,3.330548926
269,The Madness of King George,Comedy|Drama,The Madness of King George,1994,7871,3.751746919
270,Mary Shelley's Frankenstein (Frankenstein),Drama|Horror|Sci-Fi,Mary Shelley's Frankenstein (Frankenstein),1994,7424,3.135035022
271,Man of the House,Comedy,Man of the House (1995),1995,1181,2.871295512
272,Mixed Nuts,Comedy,Mixed Nuts,1994,1564,2.724744246
273,Milk Money,Comedy|Romance,Milk Money,1994,5459,2.98626122
274,Miracle on 34th Street,Drama,Miracle on 34th Street (1994),1994,9140,3.423358862
275,Miami Rhapsody,Comedy,Miami Rhapsody,1995,1157,3.021607606
276,My Family,Drama,My Family,1995,936,3.699786325
277,Murder in the First,Drama|Thriller,Murder in the First,1995,5104,3.725705329
278,Nobody's Fool,Comedy|Drama|Romance,Nobody's Fool (1994),1994,3936,3.670477642
279,Nell,Drama,Nell,1994,11249,3.420970753
280,New Jersey Drive,Crime|Drama,New Jersey Drive,1995,232,3.079741379
281,New York Cop (Nyû Yôku no koppu),Action|Crime,New York Cop (Nyû Yôku no koppu),1993,36,2.888888889
282,Beyond Bedlam,Drama|Horror,Beyond Bedlam,1993,86,2.331395349
283,Nemesis 2: Nebula,Action|Sci-Fi|Thriller,Nemesis 2: Nebula,1995,109,2.041284404
284,Nina Takes a Lover,Comedy|Romance,Nina Takes a Lover,1994,329,3.244680851
285,Natural Born Killers,Action|Crime|Thriller,Natural Born Killers,1994,23610,3.23034731
286,Only You,Comedy|Romance,Only You,1994,3192,3.346021303
287,Once Were Warriors,Crime|Drama,Once Were Warriors,1994,4042,3.995299357
288,Poison Ivy II,Drama|Thriller,Poison Ivy II,1996,656,2.276676829
289,Outbreak,Action|Drama|Sci-Fi|Thriller,Outbreak,1995,26246,3.414367904
290,Léon: The Professional (a.k.a. The Professional) (Léon),Action|Crime|Drama|Thriller,Léon: The Professional (a.k.a. The Professional) (Léon),1994,25804,4.050573554
291,The Perez Family,Comedy|Romance,The Perez Family,1995,851,3.17626322
292,A Pyromaniac's Love Story,Comedy|Romance,A Pyromaniac's Love Story,1995,469,2.797441365
293,Pulp Fiction,Comedy|Crime|Drama|Thriller,Pulp Fiction,1994,67310,4.174231169
294,Panther,Drama,Panther,1995,266,3.114661654
295,Pushing Hands (Tui shou),Drama,Pushing Hands (Tui shou),1992,244,3.504098361
296,Priest,Drama,Priest (1994),1994,2626,3.728865194
297,Quiz Show,Drama,Quiz Show,1994,20601,3.666690937
298,Picture Bride (Bijo photo),Drama|Romance,Picture Bride (Bijo photo),1994,469,3.52771855
299,"Queen Margot (Reine Margot, La)",Drama|Romance,"Queen Margot (Reine Margot, La)",1994,1564,3.75
300,The Quick and the Dead,Action|Thriller|Western,"Quick and the Dead, The (1995)",1995,6945,3.040172786
301,Roommates,Comedy|Drama,Roommates,1995,724,3.198895028
302,Ready to Wear (Pret-A-Porter),Comedy,Ready to Wear (Pret-A-Porter),1994,3429,2.706036745
303,Three Colors: Red (Trois couleurs: Rouge),Drama,Three Colors: Red (Trois couleurs: Rouge),1994,7252,4.0895615
304,Three Colors: Blue (Trois couleurs: Bleu),Drama,Three Colors: Blue (Trois couleurs: Bleu),1993,6676,3.993184542
305,Three Colors: White (Trzy kolory: Bialy),Comedy|Drama,Three Colors: White (Trzy kolory: Bialy),1994,5170,3.913249516
306,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng)",Drama,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng)",1994,459,3.636165577
307,Rent-a-Kid,Comedy,Rent-a-Kid,1995,245,2.767346939
308,Relative Fear,Horror|Thriller,Relative Fear,1994,81,2.660493827
309,Stuart Saves His Family,Comedy,Stuart Saves His Family,1995,1325,2.620377358
310,The Swan Princess,Animation|Children,The Swan Princess,1994,1173,3.023870418
311,The Secret of Roan Inish,Children|Drama|Fantasy|Mystery,The Secret of Roan Inish,1994,4124,3.849054316
312,The Specialist,Action|Drama|Thriller,The Specialist,1994,11164,2.902051236
313,Stargate,Action|Adventure|Sci-Fi,Stargate,1994,31799,3.354224976
314,The Santa Clause,Comedy|Drama|Fantasy,The Santa Clause,1994,16183,3.146079219
315,The Shawshank Redemption,Crime|Drama,The Shawshank Redemption,1994,63366,4.4469905
316,Shallow Grave,Comedy|Drama|Thriller,Shallow Grave,1994,7180,3.784470752
317,Suture,Film-Noir|Thriller,Suture,1993,319,3.249216301
318,Strawberry and Chocolate (Fresa y chocolate),Drama,Strawberry and Chocolate (Fresa y chocolate),1993,922,3.761930586
319,Swimming with Sharks,Comedy|Drama,Swimming with Sharks,1995,2986,3.697253851
320,The Sum of Us,Comedy|Drama,The Sum of Us,1994,469,3.686567164
321,National Lampoon's Senior Trip,Comedy,National Lampoon's Senior Trip,1995,1036,2.646235521
322,To Live (Huozhe),Drama,To Live (Huozhe),1994,1333,4.081020255
323,Tank Girl,Action|Comedy|Sci-Fi,Tank Girl,1995,7159,2.806327699
324,Tales from the Crypt Presents: Demon Knight,Horror|Thriller,Tales from the Crypt Presents: Demon Knight,1995,2427,3.153069633
325,Star Trek: Generations,Adventure|Drama|Sci-Fi,Star Trek: Generations,1994,26404,3.329628087
326,Tales from the Hood,Action|Crime|Horror,Tales from the Hood,1995,1536,2.808268229
327,Tom & Viv,Drama,Tom & Viv,1994,559,3.285330948
